name,artist,release_date,popularity,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Someday,Nickelback,2003-09-23,73,4PkJ7c9y1CwpuVOiJODnCZ,"['alternative metal', 'canadian rock', 'post-grunge']",0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,audio_features,spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,https://api.spotify.com/v1/tracks/4PkJ7c9y1CwpuVOiJODnCZ,https://api.spotify.com/v1/audio-analysis/4PkJ7c9y1CwpuVOiJODnCZ,207467,4
Red Dirt Road,Brooks & Dunn,2003-07-15,68,3EZzghqykkfOB0Z8d0kTSt,"['contemporary country', 'country', 'country road']",0.555,0.868,5,-3.798,1,0.0403,0.0664,0.000117,0.116,0.479,136.12,audio_features,spotify:track:3EZzghqykkfOB0Z8d0kTSt,https://api.spotify.com/v1/tracks/3EZzghqykkfOB0Z8d0kTSt,https://api.spotify.com/v1/audio-analysis/3EZzghqykkfOB0Z8d0kTSt,260360,4
Roses,Outkast,2003,72,6bUNEbXT7HovLW6BgPCBsb,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,audio_features,spotify:track:6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/tracks/6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/audio-analysis/6bUNEbXT7HovLW6BgPCBsb,369573,4
Behind Blue Eyes,Limp Bizkit,2003-01-01,77,1MTQHCpraD4S8g5PAFKzoj,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,audio_features,spotify:track:1MTQHCpraD4S8g5PAFKzoj,https://api.spotify.com/v1/tracks/1MTQHCpraD4S8g5PAFKzoj,https://api.spotify.com/v1/audio-analysis/1MTQHCpraD4S8g5PAFKzoj,269973,4
Always On Time,Ja Rule,2003-01-01,66,2lXJr5BkUPZpQUV2ZGN1Wv,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",0.832,0.699,5,-6.322,0,0.209,0.202,0.0,0.131,0.853,96.652,audio_features,spotify:track:2lXJr5BkUPZpQUV2ZGN1Wv,https://api.spotify.com/v1/tracks/2lXJr5BkUPZpQUV2ZGN1Wv,https://api.spotify.com/v1/audio-analysis/2lXJr5BkUPZpQUV2ZGN1Wv,245867,4
El Águila Blanca,Los Tucanes De Tijuana,2003-05-20,74,0crJsMs5FmnMHvQG1itkc0,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']",0.821,0.807,0,-4.52,1,0.0457,0.129,0.0,0.0653,0.977,149.343,audio_features,spotify:track:0crJsMs5FmnMHvQG1itkc0,https://api.spotify.com/v1/tracks/0crJsMs5FmnMHvQG1itkc0,https://api.spotify.com/v1/audio-analysis/0crJsMs5FmnMHvQG1itkc0,140520,3
Maps,Yeah Yeah Yeahs,2003-04-29,70,0hDQV9X1Da5JrwhK8gu86p,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,audio_features,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4
45,Shinedown,2003-05-27,67,420JGkyLfLUZcgBHKiIK9v,"['alternative metal', 'nu metal', 'post-grunge']",0.446,0.657,7,-4.494,1,0.0262,0.0022,0.0,0.189,0.215,152.132,audio_features,spotify:track:420JGkyLfLUZcgBHKiIK9v,https://api.spotify.com/v1/tracks/420JGkyLfLUZcgBHKiIK9v,https://api.spotify.com/v1/audio-analysis/420JGkyLfLUZcgBHKiIK9v,250093,3
Right Thurr,Chingy,2003-01-01,69,0l3GEbH3CviUytD6iX4wzg,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop']",0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,audio_features,spotify:track:0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/audio-analysis/0l3GEbH3CviUytD6iX4wzg,250747,4
I Hate Everything About You,Three Days Grace,2003-07-22,72,6rUp7v3l8yC4TKxAAR5Bmx,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,audio_features,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,https://api.spotify.com/v1/tracks/6rUp7v3l8yC4TKxAAR5Bmx,https://api.spotify.com/v1/audio-analysis/6rUp7v3l8yC4TKxAAR5Bmx,231480,4
Going Under,Evanescence,2003-03-04,75,3UygY7qW2cvG9Llkay6i1i,['alternative metal'],0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,audio_features,spotify:track:3UygY7qW2cvG9Llkay6i1i,https://api.spotify.com/v1/tracks/3UygY7qW2cvG9Llkay6i1i,https://api.spotify.com/v1/audio-analysis/3UygY7qW2cvG9Llkay6i1i,214947,4
Rock Wit U (Awww Baby),Ashanti,2003-01-01,70,6pWzCKTrKrwbUPzY8RLCoP,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,audio_features,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,https://api.spotify.com/v1/tracks/6pWzCKTrKrwbUPzY8RLCoP,https://api.spotify.com/v1/audio-analysis/6pWzCKTrKrwbUPzY8RLCoP,209120,4
Kokomo,The Beach Boys,2003-01-01,71,5qHYXcVvc9xsFB2uH7GpMN,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.682,0.635,0,-10.05,1,0.0346,0.00863,0.0,0.137,0.927,115.584,audio_features,spotify:track:5qHYXcVvc9xsFB2uH7GpMN,https://api.spotify.com/v1/tracks/5qHYXcVvc9xsFB2uH7GpMN,https://api.spotify.com/v1/audio-analysis/5qHYXcVvc9xsFB2uH7GpMN,217693,4
So Far Away,Staind,2003-05-13,68,6FOpPA0a80RuBqqgDozvja,"['alternative metal', 'nu metal', 'post-grunge']",0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,audio_features,spotify:track:6FOpPA0a80RuBqqgDozvja,https://api.spotify.com/v1/tracks/6FOpPA0a80RuBqqgDozvja,https://api.spotify.com/v1/audio-analysis/6FOpPA0a80RuBqqgDozvja,243573,3
Soul to Squeeze,Red Hot Chili Peppers,2003-11-18,70,3arKRnq9OUd7yq6LRwVW8I,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,audio_features,spotify:track:3arKRnq9OUd7yq6LRwVW8I,https://api.spotify.com/v1/tracks/3arKRnq9OUd7yq6LRwVW8I,https://api.spotify.com/v1/audio-analysis/3arKRnq9OUd7yq6LRwVW8I,289533,4
Slow Motion,JUVENILE,2003-01-01,66,6ihObRBTB8xdSH2mlERtOX,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop', 'trap']",0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,audio_features,spotify:track:6ihObRBTB8xdSH2mlERtOX,https://api.spotify.com/v1/tracks/6ihObRBTB8xdSH2mlERtOX,https://api.spotify.com/v1/audio-analysis/6ihObRBTB8xdSH2mlERtOX,248200,4
Feeling This,blink-182,2003-11-01,71,26AYR77170U49cMcXB7aRV,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.411,0.962,4,-5.952,1,0.0917,0.103,0.0,0.529,0.622,173.143,audio_features,spotify:track:26AYR77170U49cMcXB7aRV,https://api.spotify.com/v1/tracks/26AYR77170U49cMcXB7aRV,https://api.spotify.com/v1/audio-analysis/26AYR77170U49cMcXB7aRV,172646,4
My Immortal,Evanescence,2003-03-04,75,4UzVcXufOhGUwF56HT7b8M,['alternative metal'],0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,audio_features,spotify:track:4UzVcXufOhGUwF56HT7b8M,https://api.spotify.com/v1/tracks/4UzVcXufOhGUwF56HT7b8M,https://api.spotify.com/v1/audio-analysis/4UzVcXufOhGUwF56HT7b8M,262533,4
Breaking the Habit,Linkin Park,2003-03-24,67,6n8TMVyFKoUmDc4apxceRD,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,audio_features,spotify:track:6n8TMVyFKoUmDc4apxceRD,https://api.spotify.com/v1/tracks/6n8TMVyFKoUmDc4apxceRD,https://api.spotify.com/v1/audio-analysis/6n8TMVyFKoUmDc4apxceRD,196907,4
Suds in the Bucket,Sara Evans,2003-08-17,67,6NhpIdjYoufuNNlBsgOztc,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",0.511,0.903,10,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,audio_features,spotify:track:6NhpIdjYoufuNNlBsgOztc,https://api.spotify.com/v1/tracks/6NhpIdjYoufuNNlBsgOztc,https://api.spotify.com/v1/audio-analysis/6NhpIdjYoufuNNlBsgOztc,227267,4
Sway,Michael Bublé,2003,74,2ajUl8lBLAXOXNpG4NEPMz,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,audio_features,spotify:track:2ajUl8lBLAXOXNpG4NEPMz,https://api.spotify.com/v1/tracks/2ajUl8lBLAXOXNpG4NEPMz,https://api.spotify.com/v1/audio-analysis/2ajUl8lBLAXOXNpG4NEPMz,188067,4
Mr. Brightside,The Killers,2004,86,003vvx7Niy0yvhvHt4a68B,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,audio_features,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4
All Falls Down,Kanye West,2004-02-10,82,5SkRLpaGtvYPhw02vZhQQ9,"['chicago rap', 'hip hop', 'rap']",0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,audio_features,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/tracks/5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/audio-analysis/5SkRLpaGtvYPhw02vZhQQ9,223507,4
Yeah! (feat. Lil Jon & Ludacris),USHER,2004-03-23,83,5rb9QrpfcKFHM1EUbSIurX,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4
Mockingbird,Eminem,2004-11-12,88,561jH07mF1jHuk7KlaeF0s,"['detroit hip hop', 'hip hop', 'rap']",0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
Somewhere Only We Know,Keane,2004-01-01,77,0ll8uFnc0nANY35E0Lfxvg,"['neo mellow', 'piano rock', 'pop rock']",0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,audio_features,spotify:track:0ll8uFnc0nANY35E0Lfxvg,https://api.spotify.com/v1/tracks/0ll8uFnc0nANY35E0Lfxvg,https://api.spotify.com/v1/audio-analysis/0ll8uFnc0nANY35E0Lfxvg,236160,4
Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,2004-11-16,79,5KUNwkaNf8l5A9sXZhiCgI,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'instrumental hip hop']",0.728,0.832,7,-6.827,1,0.267,0.327,0.0,0.504,0.825,95.051,audio_features,spotify:track:5KUNwkaNf8l5A9sXZhiCgI,https://api.spotify.com/v1/tracks/5KUNwkaNf8l5A9sXZhiCgI,https://api.spotify.com/v1/audio-analysis/5KUNwkaNf8l5A9sXZhiCgI,172893,4
Float On,Modest Mouse,2004-04-05,76,2lwwrWVKdf3LR9lbbhnr6R,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']",0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,audio_features,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R,208467,4
Somebody Told Me,The Killers,2004,80,6PwjJ58I4t7Mae9xfZ9l9v,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,audio_features,spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/tracks/6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/audio-analysis/6PwjJ58I4t7Mae9xfZ9l9v,197200,4
American Idiot,Green Day,2004-09-21,82,6nTiIhLmQ3FWhvrGafw2zj,"['modern rock', 'permanent wave', 'punk', 'rock']",0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346,4
Duality,Slipknot,2004,80,61mWefnWQOLf90gepjOCb3,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,audio_features,spotify:track:61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4
Since U Been Gone,Kelly Clarkson,2004-01-17,74,3xrn9i8zhNZsTtcoWgQEAd,"['dance pop', 'pop', 'talent show']",0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960,4
Gasolina,Daddy Yankee,2004-07-13,85,228BxWXUYQPJrJYHDLOHkj,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,audio_features,spotify:track:228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/tracks/228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/audio-analysis/228BxWXUYQPJrJYHDLOHkj,192600,4
My Boo,USHER,2004-03-23,80,68vgtRHr7iZHpzGpon6Jlo,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,audio_features,spotify:track:68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo,223440,4
Take Me Out,Franz Ferdinand,2004-02-16,81,20I8RduZC2PWMWTDCZuuAN,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4
I'm Not Okay (I Promise),My Chemical Romance,2004-06-08,78,7lRlq939cDG4SzWOF4VAnd,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,audio_features,spotify:track:7lRlq939cDG4SzWOF4VAnd,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd,186480,4
Through The Wire,Kanye West,2004-02-10,76,4mmkhcEm1Ljy1U9nwtsxUo,"['chicago rap', 'hip hop', 'rap']",0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,audio_features,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/audio-analysis/4mmkhcEm1Ljy1U9nwtsxUo,221227,4
Save a Horse (Ride a Cowboy),Big & Rich,2004-04-20,73,5s7m2xNZWgz5FqVSIvJcGA,"['contemporary country', 'country', 'country road']",0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,audio_features,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/tracks/5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/audio-analysis/5s7m2xNZWgz5FqVSIvJcGA,200307,4
"One, Two Step (feat. Missy Elliott)",Ciara,2004-09-27,75,7uKcScNXuO3MWw6LowBjW1,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,audio_features,spotify:track:7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/audio-analysis/7uKcScNXuO3MWw6LowBjW1,203787,4
Helena,My Chemical Romance,2004-06-08,78,5dTHtzHFPyi8TlTtzoz1J9,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,audio_features,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9,https://api.spotify.com/v1/audio-analysis/5dTHtzHFPyi8TlTtzoz1J9,204733,4
One Beer,MF DOOM,2004-11-16,75,4BnrGx9tWNF8aiXl1UhDBa,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'instrumental hip hop']",0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,audio_features,spotify:track:4BnrGx9tWNF8aiXl1UhDBa,https://api.spotify.com/v1/tracks/4BnrGx9tWNF8aiXl1UhDBa,https://api.spotify.com/v1/audio-analysis/4BnrGx9tWNF8aiXl1UhDBa,258587,4
Cold,Crossfade,2004-04-13,71,6ZxrUCaynLgKSUudACOTwj,"['alternative metal', 'nu metal', 'post-grunge']",0.451,0.815,2,-5.55,0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,audio_features,spotify:track:6ZxrUCaynLgKSUudACOTwj,https://api.spotify.com/v1/tracks/6ZxrUCaynLgKSUudACOTwj,https://api.spotify.com/v1/audio-analysis/6ZxrUCaynLgKSUudACOTwj,194227,4
Unwritten,Natasha Bedingfield,2004-08-30,79,3U5JVgI2x4rDyHGObzJfNf,"['dance pop', 'pop', 'post-teen pop']",0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4
Hollaback Girl,Gwen Stefani,2004-11-23,71,0LzrhCZFXW94Y8nwtTuRlw,"['dance pop', 'pop']",0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,audio_features,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw,199853,4
"Lo Que Pasó, Pasó",Daddy Yankee,2004-07-13,81,26QKsGW4hMuwiEE1ftUMHe,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0.819,0.741,8,-6.538,0,0.0412,0.104,0.0,0.283,0.84,97.014,audio_features,spotify:track:26QKsGW4hMuwiEE1ftUMHe,https://api.spotify.com/v1/tracks/26QKsGW4hMuwiEE1ftUMHe,https://api.spotify.com/v1/audio-analysis/26QKsGW4hMuwiEE1ftUMHe,210933,4
Freek-A-Leek,Petey Pablo,2004,70,4MeDnO5yA2Zi6IMlVApRci,"['crunk', 'dirty south rap', 'north carolina hip hop', 'southern hip hop']",0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,audio_features,spotify:track:4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci,235187,4
Wake Me up When September Ends,Green Day,2004-09-21,80,3ZffCQKLFLUvYM59XKLbVm,"['modern rock', 'permanent wave', 'punk', 'rock']",0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2004-05-04,81,5gflgO9EPbIBf16n5TKnQS,"['reggaeton', 'urbano latino']",0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,audio_features,spotify:track:5gflgO9EPbIBf16n5TKnQS,https://api.spotify.com/v1/tracks/5gflgO9EPbIBf16n5TKnQS,https://api.spotify.com/v1/audio-analysis/5gflgO9EPbIBf16n5TKnQS,232020,4
Before I Forget,Slipknot,2004,77,6wqJeItl3Vc3az4ZicSQAB,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,audio_features,spotify:track:6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600,4
1985,Bowling For Soup,2004,71,5oQcOu1omDykbIPSdSQQNJ,"['neon pop punk', 'pop punk', 'texas pop punk']",0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,audio_features,spotify:track:5oQcOu1omDykbIPSdSQQNJ,https://api.spotify.com/v1/tracks/5oQcOu1omDykbIPSdSQQNJ,https://api.spotify.com/v1/audio-analysis/5oQcOu1omDykbIPSdSQQNJ,193000,4
Drop It Like It's Hot,Snoop Dogg,2004-01-01,77,2NBQmPrOEEjA8VbeWOQGxO,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4
Call Me,Blondie,2004-01-01,71,7HKxTNVlkHsfMLhigmhC0I,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'synthpop']",0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,audio_features,spotify:track:7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/tracks/7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/audio-analysis/7HKxTNVlkHsfMLhigmhC0I,212227,4
Numb / Encore,JAY-Z,2004-11-30,80,5sNESr6pQfIhL3krM8CtZn,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4
Slow Jamz,Twista,2004-02-10,72,3A4cpTBPaIQdtPFb5JxtaX,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115,audio_features,spotify:track:3A4cpTBPaIQdtPFb5JxtaX,https://api.spotify.com/v1/tracks/3A4cpTBPaIQdtPFb5JxtaX,https://api.spotify.com/v1/audio-analysis/3A4cpTBPaIQdtPFb5JxtaX,316053,4
Live Like You Were Dying,Tim McGraw,2004-08-17,70,7B1QliUMZv7gSTUGAfMRRD,"['contemporary country', 'country', 'country road', 'modern country rock']",0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,audio_features,spotify:track:7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/tracks/7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/audio-analysis/7B1QliUMZv7gSTUGAfMRRD,300333,4
My Band,D12,2004-01-01,74,4XHQyvbrBsQaaBUW1VvmsL,"['detroit hip hop', 'gangster rap', 'hip hop']",0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,audio_features,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/audio-analysis/4XHQyvbrBsQaaBUW1VvmsL,298773,4
I'll Be Around (feat. Timbaland) - Club Mix,CeeLo Green,2004-03-02,72,2TIGwYiQYr1N5zTOQToDfK,['atl hip hop'],0.543,0.69,6,-5.733,1,0.232,0.297,0.000931,0.0663,0.894,92.847,audio_features,spotify:track:2TIGwYiQYr1N5zTOQToDfK,https://api.spotify.com/v1/tracks/2TIGwYiQYr1N5zTOQToDfK,https://api.spotify.com/v1/audio-analysis/2TIGwYiQYr1N5zTOQToDfK,221400,4
